fund,year,asset_management_costs,transaction_costs,ter_annual,ter_quarterly,source_type,confidence,notes,dnb_reporter,source_asset_management_post,source_transaction_post
Provisum,2019,0.0046999999999999,0.0008,0.0055,0.00137217312686988,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Provisum,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Provisum,2020,0.0042,0.0011,0.0053,0.001322374674662008,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Provisum,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Provisum,2021,0.0044,0.001,0.0054,0.001347274829472056,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Provisum,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Provisum,2022,0.0039,0.0009,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Provisum,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Provisum,2023,0.004,0.0009,0.0049,0.001222755474834747,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Provisum,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Provisum,2024,0.0032,0.0008,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Provisum,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2015,0.0027,0.0008,0.0035,0.0008738539015993307,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2016,0.0029,0.0013,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2017,0.003,0.0009,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2018,0.0031,0.0009,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2019,0.0032,0.0016,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2020,0.0029,0.0019,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2021,0.0040999999999999,0.001,0.0050999999999999,0.0012725687915129402,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2022,0.0036,0.0011,0.0047,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2023,0.0043,0.0004,0.0047,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rabobankorganisatie,2024,0.0039,0.0005,0.0044,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rabobankorganisatie,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rail & Openbaar Vervoer,2019,0.0038,0.0006,0.0044,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rail & Openbaar Vervoer,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rail & Openbaar Vervoer,2020,0.004,0.0007,0.0047,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rail & Openbaar Vervoer,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rail & Openbaar Vervoer,2021,0.0048,0.0003,0.0050999999999999,0.0012725687915129402,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rail & Openbaar Vervoer,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rail & Openbaar Vervoer,2022,0.0040999999999999,0.0005,0.0046,0.0011480215562862384,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rail & Openbaar Vervoer,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rail & Openbaar Vervoer,2023,0.005,0.0005,0.0055,0.00137217312686988,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rail & Openbaar Vervoer,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rail & Openbaar Vervoer,2024,0.0055,0.0004,0.0059,0.001471747748806207,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rail & Openbaar Vervoer,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2015,0.0027,0.0006,0.0033,0.0008239810233570122,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2016,0.0027,0.0011,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2017,0.0024,0.001,0.0034,0.0008489183944260237,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2018,0.0024,0.0001,0.0024999999999999,0.000624414915526339,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2019,0.0022,0.0002,0.0024,0.0005994607547548103,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2020,0.0023,0.0002,0.0025,0.000624414915526339,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2021,0.0023,0.0001,0.0024,0.0005994607547548103,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2022,0.0024,0.0006,0.0029999999999999,0.0007491577235239077,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2023,0.0025,0.0002,0.0027,0.0006743176369199411,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Recreatie (SPR),2024,0.0024,0.0001,0.0024999999999999,0.000624414915526339,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Recreatie (SPR),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2015,0.0027,0.0009,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2016,0.0028,0.0006,0.0034,0.0008489183944260237,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2017,0.0026,0.0002,0.0028,0.0006992661981939374,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2018,0.0024,0.0011,0.0034999999999999,0.0008738539015993307,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2019,0.0028,0.0011,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2020,0.0033,0.0003,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2021,0.0033,0.0005,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2022,0.0034999999999999,0.0007,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2023,0.0037,0.0005,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rijn- en Binnenvaart,2024,0.0034,0.0008,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rijn- en Binnenvaart,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2015,0.0045,0.0016,0.0060999999999999,0.0015215239237034162,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2016,0.0045,0.0009,0.0053999999999999,0.001347274829471834,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2017,0.0051,0.0013,0.0064,0.0015961742732228945,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2018,0.0044,0.001,0.0054,0.001347274829472056,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2019,0.0042,0.0009,0.0050999999999999,0.0012725687915129402,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2020,0.0039,0.0012,0.0051,0.0012725687915129402,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2021,0.0038,0.0008,0.0046,0.0011480215562862384,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2022,0.0037,0.0011,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2023,0.0039,0.0013,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Robeco,2024,0.0036,0.001,0.0046,0.0011480215562862384,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Robeco,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2015,0.0038,0.0,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.7,Extracted from DNB annual wide Excel; check match/transaction costs.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2016,0.0037,0.0002,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2017,0.0037,0.004,0.0077,0.0019194663977399884,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2018,0.0023,0.0012,0.0034999999999999,0.0008738539015993307,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2019,0.0021,0.0005,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2020,0.0021,0.0006,0.0026999999999999,0.0006743176369199411,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2021,0.0021,0.0005,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2022,0.0021,0.001,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2023,0.0019,0.0007,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Rockwool,2024,0.0021,0.0007,0.0028,0.0006992661981939374,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Rockwool,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2015,0.0049,0.0022,0.0071,0.001770293540721779,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2016,0.004,0.0013,0.0053,0.001322374674662008,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2017,0.0032,0.0021,0.0053,0.001322374674662008,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2018,0.0024,0.0002,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2019,0.0026,0.0002,0.0028,0.0006992661981939374,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2020,0.0028,0.0003,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2021,0.003,0.0003,0.0033,0.0008239810233570122,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2022,0.003,0.0007,0.0037,0.0009237193255591247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2023,0.0024,0.0002,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Roeiers in het Rotterdamse havengebied,2024,0.0024,0.0007,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Roeiers in het Rotterdamse havengebied,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2015,0.0033,0.002,0.0053,0.001322374674662008,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2016,0.0037,0.0004,0.0041,0.001023427821025491,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2017,0.0036,0.0008,0.0044,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2018,0.0042,0.0005,0.0046999999999999,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2019,0.0045,0.0006,0.0051,0.0012725687915129402,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2020,0.004,0.0009,0.0049,0.001222755474834747,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2021,0.0036,0.0005,0.0040999999999999,0.001023427821025491,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2022,0.0043,0.0007,0.005,0.0012476630625266605,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2023,0.0056,0.0007,0.0063,0.0015712926779962721,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SABIC,2024,0.0049,0.0009,0.0058,0.0014468568778243096,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SABIC,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2015,0.0023,0.0017,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2016,0.002,0.0015,0.0035,0.0008738539015993307,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2017,0.0022,0.0014,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2018,0.0026,0.0008,0.0034,0.0008489183944260237,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2019,0.0026,0.0005,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2020,0.0025,0.0005,0.003,0.0007491577235239077,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2021,0.0024,0.0011,0.0034999999999999,0.0008738539015993307,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2022,0.0034999999999999,0.0013,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2023,0.004,0.0012,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
SNS Reaal Groep,2024,0.0036,0.0004,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,SNS Reaal Groep,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Sagittarius,2015,0.0013,0.0004,0.0017,0.00042472933086612485,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Sagittarius,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Sagittarius,2016,0.0012,0.0003,0.0014999999999999,0.00037478924688016946,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Sagittarius,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Sagittarius,2017,0.0011,0.0003,0.0014,0.00034981639991826796,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Sagittarius,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Sagittarius,2018,0.0011,0.0002,0.0013,0.0003248416825412104,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Sagittarius,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Sagittarius,2019,0.0011,0.0003,0.0014,0.00034981639991826796,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Sagittarius,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
